Order,Best_source,Det_to_species,Doug_to_check,Human_alternative,Human_comment,Alien,Original,Official,Synonym,TNRS_Name_submitted,TNRS_Name_matched,TNRS_Author_matched,TNRS_Overall_score,TNRS_Taxonomic_status,TNRS_Accepted_name,TNRS_Accepted_author,TNRS_Accepted_family,TNRS_Source,TNRS_Warnings,TNRS_Accepted_name_lsid
944,TNRS_Accepted_name,,,,,,Indigofera brachystachia,0,0,Indigofera brachystachia,Indigofera brachystachya,,0.99,Accepted,Indigofera brachystachya,(DC.)E.Mey.,Fabaceae,ildis, ,
946,TNRS_Accepted_name,,,,,,Indigofera cystisoides,0,0,Indigofera cystisoides,Indigofera cytisoides,,0.99,Accepted,Indigofera cytisoides,Thunb.,Fabaceae,ildis, ,
1042,TNRS_Accepted_name,,,,,,Laperousia divaricata,0,0,Laperousia divaricata,Lapeirousia divaricata,,0.99,Accepted,Lapeirousia divaricata,Baker,Iridaceae,tpl;tropicos, ,
1044,TNRS_Accepted_name,,,,,,Leacospermum conocarpodendron,0,0,Leacospermum conocarpodendron,Leucospermum conocarpodendron,,0.99,Accepted,Leucospermum conocarpodendron,H. Buek,Proteaceae,tpl;tropicos, ,
1046,TNRS_Accepted_name,,,,,,Lebeckia cystisoides,0,0,Lebeckia cystisoides,Lebeckia cytisoides,,0.99,Accepted,Lebeckia cytisoides,Thunb.,Fabaceae,ildis;tropicos, ,
1066,TNRS_Accepted_name,,,,,,Leucadendron xanthoconas,0,0,Leucadendron xanthoconas,Leucadendron xanthoconus,,0.99,Accepted,Leucadendron xanthoconus,K. Schum.,Proteaceae,tpl;tropicos, ,
1068,TNRS_Accepted_name,,,,,,Leucodendron laureolum,0,0,Leucodendron laureolum,Leucadendron laureolum,,0.99,Accepted,Leucadendron laureolum,Fourc.,Proteaceae,tpl;tropicos, ,
1073,TNRS_Accepted_name,,,,,,Leucospernum conocarpodendron,0,0,Leucospernum conocarpodendron,Leucospermum conocarpodendron,,0.99,Accepted,Leucospermum conocarpodendron,H. Buek,Proteaceae,tpl;tropicos, ,
1075,TNRS_Accepted_name,,,,,,Lichensteinia lacera,0,0,Lichensteinia lacera,Lichtensteinia lacera,,0.99,Accepted,Lichtensteinia lacera,Cham. & Schltdl.,Apiaceae,tpl;tropicos, ,
1077,TNRS_Accepted_name,,,,,,Lichtenstienia lacera,0,0,Lichtenstienia lacera,Lichtensteinia lacera,,0.99,Accepted,Lichtensteinia lacera,Cham. & Schltdl.,Apiaceae,tpl;tropicos, ,
1204,TNRS_Accepted_name,,,,,,Mimetes fimbrifolius,0,0,Mimetes fimbrifolius,Mimetes fimbriifolius,,0.99,Accepted,Mimetes fimbriifolius,Salisb. ex Knight,Proteaceae,tpl;tropicos, ,
1208,TNRS_Accepted_name,,,,,,Mmacrostylis villosa,0,0,Mmacrostylis villosa,Macrostylis villosa,,0.99,Accepted,Macrostylis villosa,Sond.,Rutaceae,tpl, ,
1216,TNRS_Accepted_name,,,,,,Montinia caryophyllaceae,0,0,Montinia caryophyllaceae,Montinia caryophyllacea,,0.99,Accepted,Montinia caryophyllacea,Thunb.,Montiniaceae,tpl;tropicos, ,
1267,TNRS_Accepted_name,,,,,,Muraltia stipulaceae,0,0,Muraltia stipulaceae,Muraltia stipulacea,,0.99,Accepted,Muraltia stipulacea,Burch. ex DC.,Polygalaceae,tpl;tropicos, [Ambiguous match] ,
1338,TNRS_Accepted_name,,,,,,Othonna quinquidentata,0,0,Othonna quinquidentata,Othonna quinquedentata,,0.99,Accepted,Othonna quinquedentata,Thunb.,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:8683956A-0C56-48BB-897C-C806AE7FA410
1391,TNRS_Accepted_name,,,,,,Pelargnium triste,0,0,Pelargnium triste,Pelargonium triste,,0.99,Accepted,Pelargonium triste,(L.) L'Hթr.,Geraniaceae,tpl;tropicos, ,
1403,TNRS_Accepted_name,,,,,,Pelargonium grossulariodes,0,0,Pelargonium grossulariodes,Pelargonium grossularioides,,0.99,Accepted,Pelargonium grossularioides,(L.) L'Hթr.,Geraniaceae,tpl;tropicos, ,
1405,TNRS_Accepted_name,,,,,,Pelargonium grossularoides,0,0,Pelargonium grossularoides,Pelargonium grossularioides,,0.99,Accepted,Pelargonium grossularioides,(L.) L'Hթr.,Geraniaceae,tpl;tropicos, ,
1434,TNRS_Accepted_name,,,,,,Pentachistis airoides,0,0,Pentachistis airoides,Pentaschistis airoides,,0.99,Accepted,Pentaschistis airoides,(Nees) Stapf,Poaceae,tpl;tropicos, ,
1436,TNRS_Accepted_name,,,,,,Pentachistis barbata,0,0,Pentachistis barbata,Pentaschistis barbata,,0.99,Accepted,Pentaschistis barbata,(Nees) H.P.Linder,Poaceae,tpl, ,
1469,TNRS_Accepted_name,,,,,,Pentaschitis barbata,0,0,Pentaschitis barbata,Pentaschistis barbata,,0.99,Accepted,Pentaschistis barbata,(Nees) H.P.Linder,Poaceae,tpl, ,
1471,TNRS_Accepted_name,,,,,,Pentashistis barbata,0,0,Pentashistis barbata,Pentaschistis barbata,,0.99,Accepted,Pentaschistis barbata,(Nees) H.P.Linder,Poaceae,tpl, ,
1472,TNRS_Accepted_name,,,,,,Pentashistis colorata,0,0,Pentashistis colorata,Pentaschistis colorata,,0.99,Accepted,Pentaschistis colorata,(Steud.) Stapf,Poaceae,tpl;tropicos, ,
1473,TNRS_Accepted_name,,,,,,pentashistis curvifolia,0,0,pentashistis curvifolia,Pentaschistis curvifolia,,0.99,Accepted,Pentaschistis curvifolia,(Schrad.) Stapf,Poaceae,tpl;tropicos, ,
1474,TNRS_Accepted_name,,,,,,Pentashistis curvifolia,0,0,Pentashistis curvifolia,Pentaschistis curvifolia,,0.99,Accepted,Pentaschistis curvifolia,(Schrad.) Stapf,Poaceae,tpl;tropicos, ,
1478,TNRS_Accepted_name,,,,,,Pentashistis pallida,0,0,Pentashistis pallida,Pentaschistis pallida,,0.99,Accepted,Pentaschistis pallida,(Thunb.) H.P.Linder,Poaceae,tpl, ,
1479,TNRS_Accepted_name,,,,,,pentashistis rigidissima,0,0,pentashistis rigidissima,Pentaschistis rigidissima,,0.99,Accepted,Pentaschistis rigidissima,H.P.Linder,Poaceae,tpl, ,
1480,TNRS_Accepted_name,,,,,,Pentashistis rigidissima,0,0,Pentashistis rigidissima,Pentaschistis rigidissima,,0.99,Accepted,Pentaschistis rigidissima,H.P.Linder,Poaceae,tpl, ,
1586,TNRS_Accepted_name,,,,,,Pseudognapalium undulatum,0,0,Pseudognapalium undulatum,Pseudognaphalium undulatum,,0.99,Accepted,Pseudognaphalium undulatum,(L.) Hilliard & B.L.Burtt,Asteraceae,gcc, ,urn:lsid:compositae.org:names:9AF55D24-89C0-4B1E-8826-C986C2885255
1596,TNRS_Accepted_name,,,,,,Pseudselago serrata,0,0,Pseudselago serrata,Pseudoselago serrata,,0.99,Accepted,Pseudoselago serrata,(P.J. Bergius) Hilliard,Scrophulariaceae,tpl;tropicos, ,
1621,TNRS_Accepted_name,,,,,,Rapanea melanophloes,0,0,Rapanea melanophloes,Rapanea melanophloeos,,0.99,Accepted,Rapanea melanophloeos,(L.) Mez,Primulaceae,tpl;tropicos, ,
1628,TNRS_Accepted_name,,,,,,Restio cinlinnatus,0,0,Restio cinlinnatus,Restio cincinnatus,,0.99,Accepted,Restio cincinnatus,Mast.,Restionaceae,tpl, ,
1728,TNRS_Accepted_name,,,,,,Senecio capiflorus,0,0,Senecio capiflorus,Senecio scapiflorus,,0.99,Accepted,Senecio scapiflorus,(L'Hթr.) C.A.Sm.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:524918BA-53AA-49A5-A02B-190B186BB0E1
1733,TNRS_Accepted_name,,,,,,Senecio halmifolius,0,0,Senecio halmifolius,Senecio halimifolius,,0.99,Accepted,Senecio halimifolius,L.,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:DCA4A67B-AE25-43C2-B392-3594E71C8428
1746,TNRS_Accepted_name,,,,,,Senecio rosmainifolius,0,0,Senecio rosmainifolius,Senecio rosmarinifolius,,0.99,Accepted,Senecio rosmarinifolius,L.f.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:84772467-4F11-4F00-A958-CFF1E1155FD6
1748,TNRS_Accepted_name,,,,,,Senecio scalpiflorus,0,0,Senecio scalpiflorus,Senecio scapiflorus,,0.99,Accepted,Senecio scapiflorus,(L'Hթr.) C.A.Sm.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:524918BA-53AA-49A5-A02B-190B186BB0E1
1756,TNRS_Accepted_name,,,,,,Sideroxlon inerme,0,0,Sideroxlon inerme,Sideroxylon inerme,,0.99,Accepted,Sideroxylon inerme,L.,Sapotaceae,tpl;tropicos, ,
1762,TNRS_Accepted_name,,,,,,Silene bellidiodes,0,0,Silene bellidiodes,Silene bellidioides,,0.99,Accepted,Silene bellidioides,Sond.,Caryophyllaceae,tpl;tropicos, ,
1823,TNRS_Accepted_name,,,,,,Stripagrostis zeyheri,0,0,Stripagrostis zeyheri,Stipagrostis zeyheri,,0.99,Accepted,Stipagrostis zeyheri,(Nees) De Winter,Poaceae,tpl;tropicos, ,
1837,TNRS_Accepted_name,,,,,,Struthiolia ciliata,0,0,Struthiolia ciliata,Struthiola ciliata,,0.99,Accepted,Struthiola ciliata,(L.) Lam.,Thymelaeaceae,tpl;tropicos, ,
1852,TNRS_Accepted_name,,,,,,Syncarpha speciosissina,0,0,Syncarpha speciosissina,Syncarpha speciosissima,,0.99,Accepted,Syncarpha speciosissima,(L.) B.Nord.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:1438B86A-8BD9-43C6-87B4-9E0DB8BB2786
1854,TNRS_Accepted_name,,,,,,Syncarpha speciossisima,0,0,Syncarpha speciossisima,Syncarpha speciosissima,,0.99,Accepted,Syncarpha speciosissima,(L.) B.Nord.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:1438B86A-8BD9-43C6-87B4-9E0DB8BB2786
1858,TNRS_Accepted_name,,,,,,Tachyandra hirsuta,0,0,Tachyandra hirsuta,Trachyandra hirsuta,,0.99,Accepted,Trachyandra hirsuta,(Thunb.) Kunth,Xanthorrhoeaceae,tpl, ,
1927,TNRS_Accepted_name,,,,,,Thamnocortus arenarius,0,0,Thamnocortus arenarius,Thamnochortus arenarius,,0.99,Accepted,Thamnochortus arenarius,Esterh.,Restionaceae,tpl;tropicos, ,
1953,TNRS_Accepted_name,,,,,,Thesium veridifolium,0,0,Thesium veridifolium,Thesium viridifolium,,0.99,Accepted,Thesium viridifolium,Levyns,Santalaceae,tpl;tropicos, ,
1964,TNRS_Accepted_name,,,,,,Tracheandra tabularis ?,0,0,Tracheandra tabularis ?,Trachyandra tabularis,,0.99,Accepted,Trachyandra tabularis,(Baker) Oberm.,Xanthorrhoeaceae,tpl, ,
1968,TNRS_Accepted_name,,,,,,Trachyanadra brachypoda,0,0,Trachyanadra brachypoda,Trachyandra brachypoda,,0.99,Accepted,Trachyandra brachypoda,(Baker) Oberm.,Xanthorrhoeaceae,tpl, ,
2006,TNRS_Accepted_name,,,,,,Tricocephalus stipularis,0,0,Tricocephalus stipularis,Trichocephalus stipularis,,0.99,Accepted,Trichocephalus stipularis,(L.) Brongn.,Rhamnaceae,tpl;tropicos, ,
2018,TNRS_Accepted_name,,,,,,Tritiniopsis parviflora,0,0,Tritiniopsis parviflora,Tritoniopsis parviflora,,0.99,Accepted,Tritoniopsis parviflora,(Jacq.) G.J.Lewis,Iridaceae,tpl, ,
2029,TNRS_Accepted_name,,,,,,Tritoniopsis ungicularis,0,0,Tritoniopsis ungicularis,Tritoniopsis unguicularis,,0.99,Accepted,Tritoniopsis unguicularis,(Lam.) G.J.Lewis,Iridaceae,tpl, ,
2031,TNRS_Accepted_name,,,,,,Tritoniopsis ungulcularis,0,0,Tritoniopsis ungulcularis,Tritoniopsis unguicularis,,0.99,Accepted,Tritoniopsis unguicularis,(Lam.) G.J.Lewis,Iridaceae,tpl, ,
2083,TNRS_Accepted_name,,,,,,Walenbergia obovata,0,0,Walenbergia obovata,Wahlenbergia obovata,,0.99,Accepted,Wahlenbergia obovata,Brehmer,Campanulaceae,tpl;tropicos, ,
2104,TNRS_Accepted_name,,,,,,Wildenowia glomerata,0,0,Wildenowia glomerata,Willdenowia glomerata,,0.99,Accepted,Willdenowia glomerata,(Thunb.) H.P.Linder,Restionaceae,tpl, ,
2105,TNRS_Accepted_name,,,,,,Wildenowia incurvata,0,0,Wildenowia incurvata,Willdenowia incurvata,,0.99,Accepted,Willdenowia incurvata,(Thunb.) H.P.Linder,Restionaceae,tpl, ,
2107,TNRS_Accepted_name,,,,,,Wildenowia teres,0,0,Wildenowia teres,Willdenowia teres,,0.99,Accepted,Willdenowia teres,Thunb.,Restionaceae,tpl;tropicos, ,
2109,TNRS_Accepted_name,,,,,,Willdenovia glomerata,0,0,Willdenovia glomerata,Willdenowia glomerata,,0.99,Accepted,Willdenowia glomerata,(Thunb.) H.P.Linder,Restionaceae,tpl, ,
2119,TNRS_Accepted_name,,,,,,Zantesdeschia aethiopica,0,0,Zantesdeschia aethiopica,Zantedeschia aethiopica,,0.99,Accepted,Zantedeschia aethiopica,(L.) Spreng.,Araceae,tpl;tropicos;usda, ,
2123,TNRS_Accepted_name,,,,,,Zygpphyllum flexuosum,0,0,Zygpphyllum flexuosum,Zygophyllum flexuosum,,0.99,Accepted,Zygophyllum flexuosum,Eckl. & Zeyh.,Zygophyllaceae,tpl;tropicos, ,
100,TNRS_Name_matched,,,,,,Aspalalthus divaricata,0,0,Aspalalthus divaricata,Aspalathus divaricata,,0.99,No opinion,,,,tpl, ,
521,Human_alternative,,,Elegia asperiflora,,,Elegia asperiifolia,0,0,Elegia asperiifolia,Elegia asperifolia,,0.99,No opinion,,,,tpl, ,
61,TNRS_Accepted_name,,,,,,Annersorhiza hirsuta,0,0,Annersorhiza hirsuta,Annesorhiza hirsuta,,0.99,Synonym,Annesorhiza grandiflora,(Thunb.) M.Hiroe,Apiaceae,tpl, ,
303,TNRS_Accepted_name,,,,,,Chondropetulum ebracteatum,0,0,Chondropetulum ebracteatum,Chondropetalum ebracteatum,,0.99,Synonym,Elegia ebracteata,(Kunth) Moline & H.P.Linder,Restionaceae,tpl, ,
509,TNRS_Accepted_name,,,,,,Ehrharta rehmanii subsp subspicata,0,0,Ehrharta rehmanii subsp subspicata,Ehrharta rehmannii subsp. subspicata,,0.99,Synonym,Ehrharta rehmannii,Stapf,Poaceae,tpl, ,
544,TNRS_Accepted_name,,,,,,Elytropappus rhinocerotus,0,0,Elytropappus rhinocerotus,Elytropappus rhinocerotis,,0.99,Synonym,Dicerothamnus rhinocerotis,(L.f.) Koek.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:8FB6FFCC-D4CD-4AC9-85CB-52D4BA8A24AB
878,TNRS_Accepted_name,,,,,,Helichrysym vestitum,0,0,Helichrysym vestitum,Helichrysum vestitum,,0.99,Synonym,Syncarpha vestita,(L.) B.Nord.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:F8780709-5C11-4195-B230-18504006C981
977,TNRS_Accepted_name,,,,,,Ischyrolepis gaudichandiana,0,0,Ischyrolepis gaudichandiana,Ischyrolepis gaudichaudiana,,0.99,Synonym,Restio gaudichaudianus,Kunth,Restionaceae,tpl, ,
990,TNRS_Accepted_name,,,,,,Ischyrolepus capensis,0,0,Ischyrolepus capensis,Ischyrolepis capensis,,0.99,Synonym,Restio capensis,(L.) H.P.Linder & C.R.Hardy,Restionaceae,tpl, ,
991,TNRS_Accepted_name,,,,,,Ischyroplepis capensis,0,0,Ischyroplepis capensis,Ischyrolepis capensis,,0.99,Synonym,Restio capensis,(L.) H.P.Linder & C.R.Hardy,Restionaceae,tpl, ,
1145,TNRS_Accepted_name,,,,,,Merxmeullera rufa,0,0,Merxmeullera rufa,Merxmuellera rufa,,0.99,Synonym,Geochloa rufa,(Nees) N.P.Barker & H.P.Linder,Poaceae,tpl, ,
1315,TNRS_Name_matched,,,,,,Osmitopsis astericoides,0,0,Osmitopsis astericoides,Osmitopsis asteriscoides,,0.99,Synonym,,,,tpl, ,
1323,TNRS_Accepted_name,,,,,,Osteospermum monoliferum,0,0,Osteospermum monoliferum,Osteospermum moniliferum,,0.99,Synonym,Chrysanthemoides monilifera,(L.) Norl.,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:B6D2DC72-7695-4EF8-8C06-701320A4F48A
1587,Original,,1,,undulatum?,,Pseudognaphalium luteo-album,1,0,Pseudognaphalium luteo-album,Pseudognaphalium luteoalbum,,0.99,Synonym,Laphangium luteoalbum,(L.) Tzvelev,Asteraceae,gcc, ,urn:lsid:compositae.org:names:80D36233-FDBC-4D1E-A25D-3CBC1AFD19D6
1,TNRS_Accepted_name,,,,,,Acacia cyclops,1,0,Acacia cyclops,Acacia cyclops,,1,Accepted,Acacia cyclops,Cunn. ex Don,Fabaceae,ildis, ,
3,TNRS_Accepted_name,,,,,,Acacia mearnsii,1,0,Acacia mearnsii,Acacia mearnsii,,1,Accepted,Acacia mearnsii,De Wildeman,Fabaceae,ildis, ,
4,TNRS_Accepted_name,,,,,,Acacia melanoxylon,1,0,Acacia melanoxylon,Acacia melanoxylon,,1,Accepted,Acacia melanoxylon,R.Br. in W.T.Aiton,Fabaceae,ildis, ,
8,TNRS_Accepted_name,,,,,,Acrolophia capensis,1,0,Acrolophia capensis,Acrolophia capensis,,1,Accepted,Acrolophia capensis,(P.J.Bergius) Fourc.,Orchidaceae,tpl, ,
9,TNRS_Accepted_name,,,,,,Acrolophia lamellata,1,0,Acrolophia lamellata,Acrolophia lamellata,,1,Accepted,Acrolophia lamellata,(Lindl.) Pfitzer,Orchidaceae,tpl, ,
14,TNRS_Accepted_name,,,,,,Adenandra villosa,1,0,Adenandra villosa,Adenandra villosa,,1,Accepted,Adenandra villosa,(P.J.Bergius) Licht. ex Schult.,Rutaceae,tpl, ,
16,TNRS_Accepted_name,,,,,,Adenocline pauciflora,1,0,Adenocline pauciflora,Adenocline pauciflora,,1,Accepted,Adenocline pauciflora,Turcz.,Euphorbiaceae,tpl;tropicos, ,
17,TNRS_Accepted_name,,,,,,Agapanthus,0,0,Agapanthus,Agapanthus,,1,Accepted,Agapanthus,,Amaryllidaceae,tpl, ,
18,TNRS_Accepted_name,,,,,,Agapanthus africanus,1,1,Agapanthus africanus,Agapanthus africanus,,1,Accepted,Agapanthus africanus,(L.) Hoffmanns.,Amaryllidaceae,tpl;tropicos, ,
20,TNRS_Accepted_name,,,,,,Agathosma capensis,1,0,Agathosma capensis,Agathosma capensis,,1,Accepted,Agathosma capensis,(L.) Dummer,Rutaceae,tpl;tropicos, ,
21,TNRS_Accepted_name,,,,,,Agathosma ciliaris,1,0,Agathosma ciliaris,Agathosma ciliaris,,1,Accepted,Agathosma ciliaris,(L.) Druce,Rutaceae,tpl;tropicos, ,
23,TNRS_Accepted_name,,,,,,agathosma imbricata,0,0,agathosma imbricata,Agathosma imbricata,,1,Accepted,Agathosma imbricata,(L.) Willd.,Rutaceae,tpl;tropicos, ,
24,TNRS_Accepted_name,,,,,,Agathosma imbricata,1,0,Agathosma imbricata,Agathosma imbricata,,1,Accepted,Agathosma imbricata,(L.) Willd.,Rutaceae,tpl;tropicos, ,
30,TNRS_Accepted_name,,,,,,Aizoon paniculatum,1,0,Aizoon paniculatum,Aizoon paniculatum,,1,Accepted,Aizoon paniculatum,L.,Aizoaceae,tpl;tropicos, ,
31,TNRS_Accepted_name,,,,,,Aizoon sarmentosum,1,0,Aizoon sarmentosum,Aizoon sarmentosum,,1,Accepted,Aizoon sarmentosum,L.f.,Aizoaceae,tpl, ,
32,TNRS_Accepted_name,,,,,,Albuca,0,0,Albuca,Albuca,,1,Accepted,Albuca,,Asparagaceae,tpl, ,
33,TNRS_Accepted_name,,,,,,Albuca canadensis,1,0,Albuca canadensis,Albuca canadensis,,1,Accepted,Albuca canadensis,(L.) F.M.Leight.,Asparagaceae,tpl, ,
34,TNRS_Accepted_name,,,,,,Albuca cooperi,1,0,Albuca cooperi,Albuca cooperi,,1,Accepted,Albuca cooperi,Baker,Asparagaceae,tpl;tropicos, ,
36,TNRS_Accepted_name,,,,,,Albuca flaccida,1,0,Albuca flaccida,Albuca flaccida,,1,Accepted,Albuca flaccida,Jacq.,Asparagaceae,tpl;tropicos, ,
41,TNRS_Accepted_name,,,,,,Alectra sessiliflora,1,0,Alectra sessiliflora,Alectra sessiliflora,,1,Accepted,Alectra sessiliflora,(Vahl) Kuntze,Orobanchaceae,tpl;tropicos, ,
43,TNRS_Accepted_name,,,,,,Amphithalea ericifolia,1,0,Amphithalea ericifolia,Amphithalea ericifolia,,1,Accepted,Amphithalea ericifolia,(L.)Eckl. & Zeyh.,Fabaceae,ildis, ,
47,TNRS_Accepted_name,,,,,1,Anagallis arvensis,1,0,Anagallis arvensis,Anagallis arvensis,,1,Accepted,Anagallis arvensis,L.,Primulaceae,tpl;tropicos;usda, ,
50,TNRS_Accepted_name,,,,,,Anaxeton laeve,1,0,Anaxeton laeve,Anaxeton laeve,,1,Accepted,Anaxeton laeve,(Harv.) Lundgren,Asteraceae,gcc, ,urn:lsid:compositae.org:names:9AEC988B-AFC9-4906-80EB-8CFED2388162
53,TNRS_Accepted_name,,,,,,Androcymbium capense,0,1,Androcymbium capense,Androcymbium capense,,1,Accepted,Androcymbium capense,(L.) Druce,Colchicaceae,tpl;tropicos, [Ambiguous match] ,
54,TNRS_Accepted_name,,,,,,Androcymbium eucomoides,0,1,Androcymbium eucomoides,Androcymbium eucomoides,,1,Accepted,Androcymbium eucomoides,(Jacq.) Willd.,Colchicaceae,tpl, ,
57,TNRS_Accepted_name,,,,,,Anemone vesicatoria,1,0,Anemone vesicatoria,Anemone vesicatoria,,1,Accepted,Anemone vesicatoria,(L.f.) Prantl,Ranunculaceae,tpl, ,
59,TNRS_Accepted_name,,,,,,Anisodontea scabrosa,1,0,Anisodontea scabrosa,Anisodontea scabrosa,,1,Accepted,Anisodontea scabrosa,(L.) D.M.Bates,Malvaceae,tpl, ,
64,TNRS_Accepted_name,,,,,,Annesorhiza grandiflora,1,0,Annesorhiza grandiflora,Annesorhiza grandiflora,,1,Accepted,Annesorhiza grandiflora,(Thunb.) M.Hiroe,Apiaceae,tpl, ,
65,TNRS_Accepted_name,,,,,,Annesorhiza macrocarpa,1,0,Annesorhiza macrocarpa,Annesorhiza macrocarpa,,1,Accepted,Annesorhiza macrocarpa,Eckl. & Zeyh.,Apiaceae,tpl, ,
67,TNRS_Accepted_name,,,,,,Anthochortus capensis,1,0,Anthochortus capensis,Anthochortus capensis,,1,Accepted,Anthochortus capensis,Esterh.,Restionaceae,tpl, ,
68,TNRS_Accepted_name,,,,,,Anthochortus crinalis,1,0,Anthochortus crinalis,Anthochortus crinalis,,1,Accepted,Anthochortus crinalis,(Mast.) H.P.Linder,Restionaceae,tpl, ,
71,TNRS_Accepted_name,,,,,,Anthospermum aethiopicum,1,0,Anthospermum aethiopicum,Anthospermum aethiopicum,,1,Accepted,Anthospermum aethiopicum,L.,Rubiaceae,tpl;tropicos, ,
72,TNRS_Accepted_name,,,,,,Anthospermum bergianum,1,0,Anthospermum bergianum,Anthospermum bergianum,,1,Accepted,Anthospermum bergianum,Cruse,Rubiaceae,tpl;tropicos, ,
73,TNRS_Accepted_name,,,,,,Anthospermum galioides,1,0,Anthospermum galioides,Anthospermum galioides,,1,Accepted,Anthospermum galioides,Rchb. ex Spreng.,Rubiaceae,tpl, ,
78,TNRS_Accepted_name,,,,,,Apiaceae,0,0,Apiaceae,Apiaceae,,1,Accepted,Apiaceae,,,tpl;usda, ,
83,TNRS_Accepted_name,,,,,,Arctotheca calendula,1,0,Arctotheca calendula,Arctotheca calendula,,1,Accepted,Arctotheca calendula,(L.) Levyns,Asteraceae,gcc;tropicos;usda, ,urn:lsid:compositae.org:names:EB997747-B062-46AF-8703-52D4878C6474
85,TNRS_Accepted_name,,,,,,Argyrolobium filiforme,1,0,Argyrolobium filiforme,Argyrolobium filiforme,,1,Accepted,Argyrolobium filiforme,Eckl. & Zeyh.,Fabaceae,ildis, ,
86,TNRS_Accepted_name,,,,,,Argyrolobium lanceolatum,0,0,Argyrolobium lanceolatum,Argyrolobium lanceolatum,,1,Accepted,Argyrolobium lanceolatum,Eckl. & Zeyh.,Fabaceae,ildis, ,
87,TNRS_Accepted_name,,,,,,aristea africana,0,0,aristea africana,Aristea africana,,1,Accepted,Aristea africana,(L.) Hoffmanns.,Iridaceae,tpl, ,
88,TNRS_Accepted_name,,,,,,Aristea africana,1,0,Aristea africana,Aristea africana,,1,Accepted,Aristea africana,(L.) Hoffmanns.,Iridaceae,tpl, ,
89,TNRS_Accepted_name,,,,,,Aristea capitata,1,0,Aristea capitata,Aristea capitata,,1,Accepted,Aristea capitata,(L.) Ker Gawl.,Iridaceae,tpl, ,
90,TNRS_Accepted_name,,,,,,Aristea cuspidata,1,0,Aristea cuspidata,Aristea cuspidata,,1,Accepted,Aristea cuspidata,Schinz,Iridaceae,tpl;tropicos, ,
91,TNRS_Accepted_name,,,,,,Aristea dichotoma,1,0,Aristea dichotoma,Aristea dichotoma,,1,Accepted,Aristea dichotoma,(Thunb.) Ker Gawl.,Iridaceae,tpl, ,
95,TNRS_Accepted_name,,,,,,Aristea spiralis,1,0,Aristea spiralis,Aristea spiralis,,1,Accepted,Aristea spiralis,(L.f.) Ker Gawl.,Iridaceae,tpl, ,
98,TNRS_Accepted_name,,,,,,Asclepiadaceae,0,0,Asclepiadaceae,Asclepiadaceae,,1,Accepted,Asclepiadaceae,Borkh.,Asclepiadaceae,tropicos, ,
101,TNRS_Accepted_name,,,,,,Aspalathus,0,0,Aspalathus,Aspalathus,,1,Accepted,Aspalathus,,Fabaceae,tpl;usda, ,
106,TNRS_Accepted_name,,,,,,Aspalathus capensis,1,0,Aspalathus capensis,Aspalathus capensis,,1,Accepted,Aspalathus capensis,(Walp.)R.Dahlgren,Fabaceae,ildis, ,
107,TNRS_Accepted_name,,,,,,Aspalathus cephalotes,1,0,Aspalathus cephalotes,Aspalathus cephalotes,,1,Accepted,Aspalathus cephalotes,Thunb.,Fabaceae,ildis, ,
108,TNRS_Accepted_name,,,,,,Aspalathus cephalotes ssp violacea,0,0,Aspalathus cephalotes ssp violacea,Aspalathus cephalotes subsp. violacea,,1,Accepted,Aspalathus cephalotes subsp. violacea,R.Dahlgren,Fabaceae,ildis, ,
109,TNRS_Accepted_name,,,,,,Aspalathus cephalotes ssp. violacea,0,0,Aspalathus cephalotes ssp. violacea,Aspalathus cephalotes subsp. violacea,,1,Accepted,Aspalathus cephalotes subsp. violacea,R.Dahlgren,Fabaceae,ildis, ,
110,TNRS_Accepted_name,,,,,,Aspalathus chenopoda,1,0,Aspalathus chenopoda,Aspalathus chenopoda,,1,Accepted,Aspalathus chenopoda,L.,Fabaceae,ildis, ,
113,TNRS_Accepted_name,,,,,,Aspalathus ciliaris,1,0,Aspalathus ciliaris,Aspalathus ciliaris,,1,Accepted,Aspalathus ciliaris,L.,Fabaceae,ildis, ,
114,TNRS_Accepted_name,,,,,,Aspalathus cordata,1,0,Aspalathus cordata,Aspalathus cordata,,1,Accepted,Aspalathus cordata,(L.)R.Dahlgren,Fabaceae,ildis, ,
116,TNRS_Accepted_name,,,,,,Aspalathus divaricata ssp. divaricata,0,0,Aspalathus divaricata ssp. divaricata,Aspalathus divaricata subsp. divaricata,,1,Accepted,Aspalathus divaricata subsp. divaricata,,Fabaceae,ildis, ,
117,TNRS_Accepted_name,,,,,,Aspalathus divaricata ssp.divaricata,0,0,Aspalathus divaricata ssp.divaricata,Aspalathus divaricata subsp. divaricata,,1,Accepted,Aspalathus divaricata subsp. divaricata,,Fabaceae,ildis, ,
