Order,Best_source,Det_to_species,Doug_to_check,Human_alternative,Human_comment,Alien,Original,Official,Synonym,TNRS_Name_submitted,TNRS_Name_matched,TNRS_Author_matched,TNRS_Overall_score,TNRS_Taxonomic_status,TNRS_Accepted_name,TNRS_Accepted_author,TNRS_Accepted_family,TNRS_Source,TNRS_Warnings,TNRS_Accepted_name_lsid
578,Human_alternative,1,,Erica baccans,,,Erica baccum,0,0,Erica baccum,Erica,,0.5,Accepted,Erica,,Ericaceae,tpl;usda, [Partial match] ,
691,Human_alternative,1,,Euphorbia tuberosa,,,Euphorbia scuberosa,0,0,Euphorbia scuberosa,Euphorbia,,0.5,Accepted,Euphorbia,,Euphorbiaceae,tpl, [Partial match] ,
710,Original,0,,,,,Fern,0,0,Fern,Feea,,0.5,Accepted,Feea,,Hymenophyllaceae,tpl, ,
737,Original,0,1,,,,Ficinia ehrhata,0,0,Ficinia ehrhata,Ficinia,,0.5,Accepted,Ficinia,,Cyperaceae,tpl, [Partial match] ,
743,Original,0,1,,Berzelia lanuginosa?,,Ficinia lanuginosa,0,0,Ficinia lanuginosa,Ficinia,,0.5,Accepted,Ficinia,,Cyperaceae,tpl, [Partial match] ,
744,Human_alternative,0,,Ficinia sp2,,,Ficinia large,0,0,Ficinia large,Ficinia,,0.5,Accepted,Ficinia,,Cyperaceae,tpl, [Partial match] ,
757,Human_alternative,0,,Ficinia sp1,,,Ficinia small,0,0,Ficinia small,Ficinia,,0.5,Accepted,Ficinia,,Cyperaceae,tpl, [Partial match] ,
769,Original,0,1,,Ficinia stolonifera? Or Restio tenuissimus?,,Ficinia tinusima,0,0,Ficinia tinusima,Ficinia,,0.5,Accepted,Ficinia,,Cyperaceae,tpl, [Partial match] ,
810,Human_alternative,1,,Gnidia juniperifolia,,,Gnidia juniperi,0,0,Gnidia juniperi,Gnidia,,0.5,Accepted,Gnidia,,Thymelaeaceae,tpl, [Partial match] ,
828,Human_alternative,1,,Haemanthus coccineus,,,Haemanthus coxinius,0,0,Haemanthus coxinius,Haemanthus,,0.5,Accepted,Haemanthus,,Amaryllidaceae,tpl, [Partial match] ,
935,Original,0,1,,Hypodiscus aristatus? or Ficinia radiata?,,Hypodiscus radiata,0,0,Hypodiscus radiata,Hypodiscus,,0.5,Accepted,Hypodiscus,,Restionaceae,tpl, [Partial match] ,
966,Original,0,,,,,Iridaceae bulb,0,0,Iridaceae bulb,Iridaceae,,0.5,Accepted,Iridaceae,,,tpl;usda, [Partial match] ,
1071,Human_alternative,1,,Leucospermum conocarpodendron,,,Leucospermum conocarpohirsuta,0,0,Leucospermum conocarpohirsuta,Leucospermum,,0.5,Accepted,Leucospermum,,Proteaceae,tpl;usda, [Partial match] ,
1093,Human_alternative,1,,Lobelia setacea,,,Lobelia cetaceae,0,0,Lobelia cetaceae,Lobelia,,0.5,Accepted,Lobelia,,Campanulaceae,tpl, [Partial match] ,
1121,Human_alternative,1,,Liparia parva,,,Lyperia carva,0,0,Lyperia carva,Lyperia,,0.5,Accepted,Lyperia,,Scrophulariaceae,tpl, [Partial match] ,
1129,Original,0,,,,,Malvaceae weed,0,0,Malvaceae weed,Malvaceae,,0.5,Accepted,Malvaceae,,,tpl;usda, [Partial match] ,
1181,Original,0,1,,,,Metalasia digitata,0,0,Metalasia digitata,Metalasia,,0.5,Accepted,Metalasia,,Asteraceae,tpl, [Partial match] ,
1186,Original,0,1,,,,Metalasia niveum,0,0,Metalasia niveum,Metalasia,,0.5,Accepted,Metalasia,,Asteraceae,tpl, [Partial match] ,
1219,Human_alternative,0,,Moraea sp1,,,Moraea bigfruit,0,0,Moraea bigfruit,Moraea,,0.5,Accepted,Moraea,,Iridaceae,tpl;usda, [Partial match] ,
1222,Human_alternative,0,,Moraea sp2,,,Moraea medium,0,0,Moraea medium,Moraea,,0.5,Accepted,Moraea,,Iridaceae,tpl;usda, [Partial match] ,
1224,Human_alternative,0,,Moraea sp3,,,Moraea small,0,0,Moraea small,Moraea,,0.5,Accepted,Moraea,,Iridaceae,tpl;usda, [Partial match] ,
1242,Original,0,,,,,Moss spp,0,0,Moss spp,Mossia,,0.5,Accepted,Mossia,,Aizoaceae,tpl, ,
1282,Human_alternative,0,,Nemesia sp1,,,Nemesia large,0,0,Nemesia large,Nemesia,,0.5,Accepted,Nemesia,,Scrophulariaceae,tpl;usda, [Partial match] ,
1351,Human_alternative,1,,Oxalis pes-caprae,,,Oxalis prescaparii,0,0,Oxalis prescaparii,Oxalis,,0.5,Accepted,Oxalis,,Oxalidaceae,tpl, [Partial match] ,
1400,Human_alternative,1,,Pelargonium cucullatum,,,Pelargonium culluatum,0,0,Pelargonium culluatum,Pelargonium,,0.5,Accepted,Pelargonium,,Geraniaceae,tpl;usda, [Partial match] ,
1583,Original,0,,,,,Protea seedling,0,0,Protea seedling,Protea,,0.5,Accepted,Protea,,Proteaceae,tpl;usda, [Partial match] ,
1590,Original,0,,,?,,Pseudopentameris hastifolius,0,0,Pseudopentameris hastifolius,Pseudopentameris,,0.5,Accepted,Pseudopentameris,,Poaceae,tpl, [Partial match] ,
1661,Human_alternative,1,,Roella amplexicaulis,,,Roella ampleoricorus,0,0,Roella ampleoricorus,Roella,,0.5,Accepted,Roella,,Campanulaceae,tpl, [Partial match] ,
1663,Human_alternative,1,,Roella amplexicaulis,,,Roella amplexicorus,0,0,Roella amplexicorus,Roella,,0.5,Accepted,Roella,,Campanulaceae,tpl, [Partial match] ,
1669,Human_alternative,0,,Roella sp1,,,Roella large,0,0,Roella large,Roella,,0.5,Accepted,Roella,,Campanulaceae,tpl, [Partial match] ,
1671,Human_alternative,0,,Roella sp2,,,Roella small,0,0,Roella small,Roella,,0.5,Accepted,Roella,,Campanulaceae,tpl, [Partial match] ,
1717,Human_alternative,1,1,Selago luxurians,,,Selago lusceris,0,0,Selago lusceris,Selago,,0.5,Accepted,Selago,,Scrophulariaceae,tpl, [Partial match] ,
1719,Human_alternative,1,,Selago luxurians,,,Selago luxurii,0,0,Selago luxurii,Selago,,0.5,Accepted,Selago,,Scrophulariaceae,tpl, [Partial match] ,
1761,Human_alternative,1,,Silene bellidioides,,,Silene bellidiflorus,0,0,Silene bellidiflorus,Silene,,0.5,Accepted,Silene,,Caryophyllaceae,tpl;usda, [Partial match] ,
1764,Human_alternative,1,,Silene bellidioides,,,silene belloides,0,0,silene belloides,Silene,,0.5,Accepted,Silene,,Caryophyllaceae,tpl;usda, [Partial match] ,
1765,Human_alternative,1,,Silene bellidioides,,,Silene belloides,0,0,Silene belloides,Silene,,0.5,Accepted,Silene,,Caryophyllaceae,tpl;usda, [Partial match] ,
1817,Human_alternative,0,,Stoebe sp1,,,Stoebe grey,0,0,Stoebe grey,Stoebe,,0.5,Accepted,Stoebe,L.,Asteraceae,gcc, [Partial match] ,urn:lsid:compositae.org:names:96469ABD-40F1-4761-9B6C-355A0B37E6F6
1826,Human_alternative,1,,Struthiola argentea,,,Struthiola argentium,0,0,Struthiola argentium,Struthiola,,0.5,Accepted,Struthiola,,Thymelaeaceae,tpl, [Partial match] ,
1862,Human_alternative,1,,Tarchonanthus littoralis,,,Tarchonanthus litioreus,0,0,Tarchonanthus litioreus,Tarchonanthus,,0.5,Accepted,Tarchonanthus,L.,Asteraceae,gcc, [Partial match] ,urn:lsid:compositae.org:names:852BFDC1-FD9E-406E-B317-02853F091210
1863,Human_alternative,1,,Tarchonanthus littoralis,,,Tarchonanthus litoreus,0,0,Tarchonanthus litoreus,Tarchonanthus,,0.5,Accepted,Tarchonanthus,L.,Asteraceae,gcc, [Partial match] ,urn:lsid:compositae.org:names:852BFDC1-FD9E-406E-B317-02853F091210
1889,Human_alternative,1,,Tetraria involucrata,,,Tetraria involuta,0,0,Tetraria involuta,Tetraria,,0.5,Accepted,Tetraria,,Cyperaceae,tpl, [Partial match] ,
1894,Original,0,1,,Ficinia radiata? Or Tetraria sp?,,Tetraria radiata,0,0,Tetraria radiata,Tetraria,,0.5,Accepted,Tetraria,,Cyperaceae,tpl, [Partial match] ,
1900,Original,0,1,,Tetraria sylvatica?,,Tetraria stipularis,0,0,Tetraria stipularis,Tetraria,,0.5,Accepted,Tetraria,,Cyperaceae,tpl, [Partial match] ,
1984,Human_alternative,0,,Trachyandra sp1,,,Trachyandra thin,0,0,Trachyandra thin,Trachyandra,,0.5,Accepted,Trachyandra,,Xanthorrhoeaceae,tpl, [Partial match] ,
2025,Human_alternative,0,,Tritoniopsis sp1,,,Tritoniopsis pink,0,0,Tritoniopsis pink,Tritoniopsis,,0.5,Accepted,Tritoniopsis,,Iridaceae,tpl, [Partial match] ,
889,Human_alternative,1,,Syncarpha speciosissima,,,Helipterum speciossiumum,0,0,Helipterum speciossiumum,Helipterum,,0.5,Illegitimate,Syncarpha,DC.,Asteraceae,gcc, [Partial match] [Ambiguous match] ,urn:lsid:compositae.org:names:2F3288BE-24EA-4BA5-B142-8AEED3905DC7
890,Human_alternative,1,,Syncarpha speciosissima,,,Helipterum spessiossima,0,0,Helipterum spessiossima,Helipterum,,0.5,Illegitimate,Syncarpha,DC.,Asteraceae,gcc, [Partial match] [Ambiguous match] ,urn:lsid:compositae.org:names:2F3288BE-24EA-4BA5-B142-8AEED3905DC7
701,Original,0,1,,no erithrina?,,Euryops erithrina,0,0,Euryops erithrina,Euryops,,0.5,No opinion,,,,tpl, [Partial match] ,
976,Human_alternative,1,1,Restio gaudichaudianus,,,Ischyrolepis galdindiana,0,0,Ischyrolepis galdindiana,Ischyrolepis,,0.5,No opinion,,,,tpl, [Partial match] ,
980,Human_alternative,0,1,Restio sp3,?,,Ischyrolepis obtusus,0,0,Ischyrolepis obtusus,Ischyrolepis,,0.5,No opinion,,,,tpl, [Partial match] ,
1141,Human_alternative,0,,Mesemb sp,,,memem sp,0,0,memem sp,Megema,,0.5,No opinion,,,,tpl, ,
1154,Human_alternative,0,,Mesemb sp,,,Mesem sp,0,0,Mesem sp,Megema,,0.5,No opinion,,,,tpl, ,
1155,Human_alternative,0,,Mesemb sp2,,,Mesem sp  2,0,0,Mesem sp  2,Megema,,0.5,No opinion,,,,tpl, ,
1156,Human_alternative,0,,Mesemb sp1,,,mesem sp 1,0,0,mesem sp 1,Megema,,0.5,No opinion,,,,tpl, ,
1157,Human_alternative,0,,Mesemb sp1,,,Mesem sp 1,0,0,Mesem sp 1,Megema,,0.5,No opinion,,,,tpl, ,
1158,Human_alternative,0,,Mesemb sp5,,,Mesem sp 2007/208,0,0,Mesem sp 2007/208,Megema,,0.5,No opinion,,,,tpl, ,
1159,Human_alternative,0,,Mesemb sp3,,,Mesem sp 3,0,0,Mesem sp 3,Megema,,0.5,No opinion,,,,tpl, ,
1160,Human_alternative,0,,Mesemb sp4,,,Mesem sp 4,0,0,Mesem sp 4,Megema,,0.5,No opinion,,,,tpl, ,
1161,Human_alternative,0,,Mesemb sp2,,,Mesem sp2,0,0,Mesem sp2,Megema,,0.5,No opinion,,,,tpl, ,
1234,Human_alternative,0,,Moraea sp4,,,Morea tall,0,0,Morea tall,Morea,,0.5,No opinion,,,,tpl, [Partial match] ,
2103,Human_alternative,0,,Willdenowia_Cannamois,,,Wildenovia lannamois?,0,0,Wildenovia lannamois?,Willdenovia,,0.5,No opinion,,,,tpl, [Partial match] ,
1902,Human_alternative,0,,Tetraria sp1,,,Tetraria tall 2007/134,0,0,Tetraria tall 2007/134,Tetrasida tulla,,0.54,Accepted,Tetrasida tulla,(Ulbr.) Fuertes & Fryxell,Malvaceae,tpl;tropicos, ,
1678,Human_alternative,0,,Romulea sp1,,,Romelae sp,0,0,Romelae sp,Romulea,,0.59,Accepted,Romulea,,Iridaceae,tpl, ,
201,TNRS_Accepted_name,1,,,,,Bobartia indica var minor,0,0,Bobartia indica var minor,Bobartia indica,,0.6,Accepted,Bobartia indica,L.,Iridaceae,tpl;tropicos, [Partial match] ,
202,TNRS_Accepted_name,1,,,,,Bobartia indica var. minor,0,0,Bobartia indica var. minor,Bobartia indica,,0.6,Accepted,Bobartia indica,L.,Iridaceae,tpl;tropicos, [Partial match] ,
591,TNRS_Accepted_name,1,,,,,Erica glabella subsp glabella,0,0,Erica glabella subsp glabella,Erica glabella,,0.6,Accepted,Erica glabella,Thunb.,Ericaceae,tpl;tropicos, [Partial match] ,
1070,TNRS_Accepted_name,1,,,,,Leucospermum conocarpodendron subsp hirta,0,0,Leucospermum conocarpodendron subsp hirta,Leucospermum conocarpodendron,,0.6,Accepted,Leucospermum conocarpodendron,H. Buek,Proteaceae,tpl;tropicos, [Partial match] ,
1241,Original,0,,,,,Moss,0,0,Moss,Mossia,,0.6,Accepted,Mossia,,Aizoaceae,tpl, ,
1609,TNRS_Accepted_name,1,,,,,Pteridium aquilinum ssp. aquil,0,0,Pteridium aquilinum ssp. aquil,Pteridium aquilinum,,0.6,Accepted,Pteridium aquilinum,(L.) Kuhn,Dennstaedtiaceae,tpl;tropicos;usda, [Partial match] ,
2082,TNRS_Accepted_name,1,,,,,Wahlenbergia tenella var. tenella,0,0,Wahlenbergia tenella var. tenella,Wahlenbergia tenella,,0.6,Accepted,Wahlenbergia tenella,(L.f.) Lammers,Campanulaceae,tpl, [Partial match] ,
2056,Original,0,1,,Vicia? Liparia parva?,,Vicaria carva,0,0,Vicaria carva,Vicia carnea,,0.64,No opinion,,,,tpl;tropicos, ,
287,Original,0,1,,Satyrium?,,Ceterium sp 2007/405,0,0,Ceterium sp 2007/405,Ctenium,,0.67,Accepted,Ctenium,,Poaceae,tpl, [Ambiguous match] ,
1270,Human_alternative,0,,Muraltia sp4,,,Murlatea sp1,0,0,Murlatea sp1,Muraltia,,0.67,Accepted,Muraltia,,Polygalaceae,tpl, ,
1275,Human_alternative,0,,Muraltia sp5,,,Myraltea sp2,0,0,Myraltea sp2,Maltea,,0.67,No opinion,,,,tpl;usda, ,
1993,Human_alternative,0,,Tetraria sp2,,,Tretreria sp,0,0,Tretreria sp,Tetraria,,0.73,Accepted,Tetraria,,Cyperaceae,tpl, ,
1994,Human_alternative,0,,Tetraria sp3,,,Tretreria sp1,0,0,Tretreria sp1,Tetraria,,0.73,Accepted,Tetraria,,Cyperaceae,tpl, ,
2033,Human_alternative,0,,Tetraria sp3,,,Tritreria sp 1,0,0,Tritreria sp 1,Trimeria,,0.73,Accepted,Trimeria,,Salicaceae,tpl, ,
879,Human_alternative,0,,Heliophila sp1,,,Helifila sp,0,0,Helifila sp,Helicilla,,0.73,No opinion,,,,tpl, ,
1599,Human_alternative,1,,Psoralea pinnata,,,Psoracea pinnata,0,0,Psoracea pinnata,Sorocea pileata,,0.73,Synonym,Sorocea briquetii,J.F. Macbr.,Moraceae,tpl;tropicos, ,
382,Human_alternative,1,,Cotula filifolia,,,Cotula fillifolia,0,0,Cotula fillifolia,Cola ficifolia,,0.74,Accepted,Cola ficifolia,Mast.,Malvaceae,tpl, ,
1986,Human_alternative,0,,Tetraria sp4,,,Treteria sp 2,0,0,Treteria sp 2,Treisteria,,0.76,No opinion,,,,tpl, [Ambiguous match] ,
1987,Human_alternative,0,,Tetraria sp4,,,Treteria sp2,0,0,Treteria sp2,Treisteria,,0.76,No opinion,,,,tpl, [Ambiguous match] ,
1025,Original,0,1,,,,Lamiacea,0,0,Lamiacea,Laplacea,,0.77,Accepted,Laplacea,,Theaceae,tpl;usda, ,
543,Human_alternative,0,1,Edmontia,,,Elmuntia,0,0,Elmuntia,Emurtia,,0.77,No opinion,,,,tpl, ,
378,TNRS_Accepted_name,1,,,,,Corymbium africanum subsp scabridum var gramineum,0,0,Corymbium africanum subsp scabridum var gramineum,Corymbium africanum subsp. scabridum,,0.77,Synonym,Corymbium africanum var. scabridum,(P.J.Bergius) Weitz,Asteraceae,gcc, [Partial match] ,urn:lsid:compositae.org:names:5B465476-470B-4C36-BF70-CC7E78638582
165,Original,0,,,,,Asteraceae01,0,0,Asteraceae01,Asteliaceae,,0.79,Accepted,Asteliaceae,,,tpl, ,
166,Original,0,,,,,Asteraceae1,0,0,Asteraceae1,Asteliaceae,,0.79,Accepted,Asteliaceae,,,tpl, ,
914,Human_alternative,0,,Haemanthus sp1,,,Hermanthus sp,0,0,Hermanthus sp,Herreanthus,,0.79,Accepted,Herreanthus,,Aizoaceae,tpl, ,
1303,Original,0,,,,,Orchid sp,0,0,Orchid sp,Orchis,,0.8,Accepted,Orchis,,Orchidaceae,tpl;usda, ,
1304,Original,0,,,,,Orchid sp 2007/118,0,0,Orchid sp 2007/118,Orchis,,0.8,Accepted,Orchis,,Orchidaceae,tpl;usda, ,
1305,Original,0,,,,,Orchid sp 2007/185,0,0,Orchid sp 2007/185,Orchis,,0.8,Accepted,Orchis,,Orchidaceae,tpl;usda, ,
1306,Original,0,,,,,Orchid sp 2007/212,0,0,Orchid sp 2007/212,Orchis,,0.8,Accepted,Orchis,,Orchidaceae,tpl;usda, ,
1307,Original,0,,,,,Orchid sp 2007/387,0,0,Orchid sp 2007/387,Orchis,,0.8,Accepted,Orchis,,Orchidaceae,tpl;usda, ,
1308,Original,0,,,,,Orchid sp 2007/95,0,0,Orchid sp 2007/95,Orchis,,0.8,Accepted,Orchis,,Orchidaceae,tpl;usda, ,
1379,Human_alternative,0,,Oxalis sp1,,,oxlis sp2,0,0,oxlis sp2,Oxalis,,0.8,Accepted,Oxalis,,Oxalidaceae,tpl, ,
1526,Human_alternative,0,1,Pilea sp1,,1,Pillia sp?,0,0,Pillia sp?,Billia,,0.8,Accepted,Billia,,Sapindaceae,tpl, ,
1929,Human_alternative,0,,Thamnochortus sp 2007/4,,,thanmonchortus sp 2007/4,0,0,thanmonchortus sp 2007/4,Thamnochortus,,0.83,Accepted,Thamnochortus,,Restionaceae,tpl, ,
672,Original,0,,,,,Ericoid,0,0,Ericoid,Ericoides,,0.83,No opinion,,,,tpl, ,
717,Human_alternative,0,,Ficinia sp1,,,Ficicnia sp,0,0,Ficicnia sp,Ficinia,,0.84,Accepted,Ficinia,,Cyperaceae,tpl, ,
912,Human_alternative,1,,Haemanthus coccineus,,,Hermanthus coxineus,0,0,Hermanthus coxineus,Haemanthus coccineus,,0.84,Accepted,Haemanthus coccineus,L.,Amaryllidaceae,tpl;tropicos, ,
1995,Human_alternative,1,,Tetraria sylvatica,,,Tretreria sylvaticum,0,0,Tretreria sylvaticum,Tetraria sylvatica,,0.84,Accepted,Tetraria sylvatica,(Nees) C.B.Clarke,Cyperaceae,tpl, ,
228,Human_alternative,0,,Babiana sp1,,,Bulbania sp1,0,0,Bulbania sp1,Bubania,,0.84,No opinion,,,,tpl, ,
368,TNRS_Accepted_name,0,,,,,Colopsis sp,0,0,Colopsis sp,Calopsis,,0.84,No opinion,,,,tpl, ,
369,TNRS_Accepted_name,0,,,,,Colopsis sp 2007/215,0,0,Colopsis sp 2007/215,Calopsis,,0.84,No opinion,,,,tpl, ,
321,Human_alternative,0,,Chironia sp1,,,Chyronia sp,0,0,Chyronia sp,Achyronia,,0.85,Accepted,Achyronia,,,tpl, ,
491,TNRS_Accepted_name,0,,,,,Edenandra sp1,0,0,Edenandra sp1,Adenandra,,0.85,Accepted,Adenandra,,Rutaceae,tpl, ,
1990,Human_alternative,0,,Tetraria sp5,,,Tretraria sen...?,0,0,Tretraria sen...?,Tetraria,,0.85,Accepted,Tetraria,,Cyperaceae,tpl, ,
167,Human_alternative,1,,Athanasia crithmifolia,,,Athanasia chrithmifolia,0,0,Athanasia chrithmifolia,Athamanta crithmifolia,,0.85,Synonym,Seseli gummiferum subsp. crithmifolium,(Juss. ex DC.) P.H.Davis,Apiaceae,tpl, ,
238,TNRS_Accepted_name,1,,,,,Cannamois vagata,0,0,Cannamois vagata,Cannomois virgata,,0.86,Accepted,Cannomois virgata,(Rottb.) Steud.,Restionaceae,tpl;tropicos, ,
674,TNRS_Accepted_name,1,,,,,Erics  hispidula (alive),0,0,Erics  hispidula (alive),Erica hispidula,,0.86,Accepted,Erica hispidula,L.,Ericaceae,tpl, ,
897,TNRS_Accepted_name,0,,,,,Hemanthus sp,0,0,Hemanthus sp,Haemanthus,,0.86,Accepted,Haemanthus,,Amaryllidaceae,tpl, ,
959,TNRS_Accepted_name,0,,,,,Indigofora sp,0,0,Indigofora sp,Indigofera,,0.86,Accepted,Indigofera,,Fabaceae,tpl;usda, ,
1050,TNRS_Accepted_name,0,,,,,Lechnalia?,0,0,Lechnalia?,Lachenalia,,0.86,Accepted,Lachenalia,,Asparagaceae,tpl, ,
1490,TNRS_Accepted_name,0,,,,,Peucadanum sp 2007/155,0,0,Peucadanum sp 2007/155,Peucedanum,,0.86,Accepted,Peucedanum,,Apiaceae,tpl;usda, ,
2002,TNRS_Accepted_name,1,,,,,Triboliun unioli,0,0,Triboliun unioli,Tribolium uniolae,,0.86,Accepted,Tribolium uniolae,(L.f.) Renvoize,Poaceae,tpl, ,
2101,TNRS_Accepted_name,1,,,,,Wildenovia glomera,0,0,Wildenovia glomera,Willdenowia glomerata,,0.86,Accepted,Willdenowia glomerata,(Thunb.) H.P.Linder,Restionaceae,tpl, ,
893,TNRS_Accepted_name,1,,,,,Helminthia membranaceae,0,0,Helminthia membranaceae,Hellmuthia membranacea,,0.87,Accepted,Hellmuthia membranacea,(Thunb.) R.W.Haines & Lye,Cyperaceae,tpl, ,
1235,TNRS_Accepted_name,1,,,,,Morea tripatula,0,0,Morea tripatula,Moraea tripetala,,0.87,Accepted,Moraea tripetala,(L.f.) Ker Gawl.,Iridaceae,tpl, ,
1437,TNRS_Accepted_name,0,,,,,Pentachistis sp,0,0,Pentachistis sp,Pentaschistis,,0.87,Accepted,Pentaschistis,,Poaceae,tpl, ,
1481,TNRS_Accepted_name,0,,,,,Pentashistis sp,0,0,Pentashistis sp,Pentaschistis,,0.87,Accepted,Pentaschistis,,Poaceae,tpl, ,
1482,TNRS_Accepted_name,0,,,,,Pentashistis sp 2007/237,0,0,Pentashistis sp 2007/237,Pentaschistis,,0.87,Accepted,Pentaschistis,,Poaceae,tpl, ,
1483,TNRS_Accepted_name,0,,,,,pentashistis sp 2007/9,0,0,pentashistis sp 2007/9,Pentaschistis,,0.87,Accepted,Pentaschistis,,Poaceae,tpl, ,
1484,TNRS_Accepted_name,0,,,,,pentashistis sp.,0,0,pentashistis sp.,Pentaschistis,,0.87,Accepted,Pentaschistis,,Poaceae,tpl, ,
1539,TNRS_Accepted_name,0,,,,,Platycaulus sp,0,0,Platycaulus sp,Platycaulis,,0.87,Accepted,Platycaulis,,Geocalycaceae,tpl, ,
1540,TNRS_Accepted_name,0,,,,,Platycaulus sp 2007/368,0,0,Platycaulus sp 2007/368,Platycaulis,,0.87,Accepted,Platycaulis,,Geocalycaceae,tpl, ,
1906,TNRS_Accepted_name,1,1,Thamnochortus lucens,,,Thamnochortis lucins/orenarius,0,0,Thamnochortis lucins/orenarius,Thamnochortus,,0.87,Accepted,Thamnochortus,,Restionaceae,tpl, ,
1963,TNRS_Accepted_name,0,,,,,Tracheandra sp,0,0,Tracheandra sp,Trachyandra,,0.87,Accepted,Trachyandra,,Xanthorrhoeaceae,tpl, ,
1966,TNRS_Accepted_name,0,,,,,Trachryandra sp,0,0,Trachryandra sp,Trachyandra,,0.87,Accepted,Trachyandra,,Xanthorrhoeaceae,tpl, ,
1318,TNRS_Accepted_name,0,,,,,Osteopermum sp,0,0,Osteopermum sp,Osteospermum,,0.87,No opinion,,,,tpl, ,
112,TNRS_Accepted_name,1,,,,,Aspalathus chenpoda (dead),0,0,Aspalathus chenpoda (dead),Aspalathus chenopoda,,0.88,Accepted,Aspalathus chenopoda,L.,Fabaceae,ildis, ,
320,TNRS_Accepted_name,1,,,,,Chyanathus foviolatus,0,0,Chyanathus foviolatus,Chionanthus foveolatus,,0.88,Accepted,Chionanthus foveolatus,(E.Mey.) Stearn,Oleaceae,tpl, ,
522,Original,0,,,,,Elegia cf colura 2007/388,0,0,Elegia cf colura 2007/388,Elegia coleura,,0.88,Accepted,Elegia coleura,Nees ex Mast.,Restionaceae,tpl, ,
622,TNRS_Accepted_name,1,,,,,Erica plukenetti (alive),0,0,Erica plukenetti (alive),Erica plukenetii,,0.88,Accepted,Erica plukenetii,L.,Ericaceae,tpl, ,
623,TNRS_Accepted_name,1,,,,,Erica plukenetti (dead),0,0,Erica plukenetti (dead),Erica plukenetii,,0.88,Accepted,Erica plukenetii,L.,Ericaceae,tpl, ,
2044,TNRS_Accepted_name,1,,,,,Urcinia paleacea (daisy),0,0,Urcinia paleacea (daisy),Ursinia paleacea,,0.88,Accepted,Ursinia paleacea,(L.) Moench,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:DED5097C-81EE-4669-BB75-8C0D0113D67F
164,Original,0,,,,,Asteraceae,0,0,Asteraceae,Asteliaceae,,0.89,Accepted,Asteliaceae,,,tpl, ,
548,TNRS_Accepted_name,1,,,,,Epilobium tetragonium ssp. Tetragonium,0,0,Epilobium tetragonium ssp. Tetragonium,Epilobium tetragonum,,0.89,Accepted,Epilobium tetragonum,L.,Onagraceae,tpl, ,
1550,TNRS_Accepted_name,1,,,,,Podoliria cericea,0,0,Podoliria cericea,Podalyria sericea,,0.89,Accepted,Podalyria sericea,R.Br.,Fabaceae,ildis, ,
1600,TNRS_Accepted_name,1,,,,,Psoraelia pinata,0,0,Psoraelia pinata,Psoralea pinnata,,0.89,Accepted,Psoralea pinnata,L.,Fabaceae,ildis;tropicos, ,
5,TNRS_Accepted_name,1,,,,1,Acacia melanoxylon (31.2),0,0,Acacia melanoxylon (31.2),Acacia melanoxylon,,0.9,Accepted,Acacia melanoxylon,R.Br. in W.T.Aiton,Fabaceae,ildis, ,
10,Original,0,,,,,Acrosanthes 2007/179,0,0,Acrosanthes 2007/179,Acrosanthes,,0.9,Accepted,Acrosanthes,,Aizoaceae,tpl, ,
11,Original,0,,,,,Acrosanthes sp,0,0,Acrosanthes sp,Acrosanthes,,0.9,Accepted,Acrosanthes,,Aizoaceae,tpl, ,
12,Original,0,,,,,Adenandra sp,0,0,Adenandra sp,Adenandra,,0.9,Accepted,Adenandra,,Rutaceae,tpl, ,
13,Original,0,,,,,Adenandra sp1,0,0,Adenandra sp1,Adenandra,,0.9,Accepted,Adenandra,,Rutaceae,tpl, ,
25,Original,0,,,,,Agathosma sp,0,0,Agathosma sp,Agathosma,,0.9,Accepted,Agathosma,,Rutaceae,tpl;usda, ,
26,Original,0,,,,,Agathosma sp 2007/202,0,0,Agathosma sp 2007/202,Agathosma,,0.9,Accepted,Agathosma,,Rutaceae,tpl;usda, ,
27,Original,0,,,,,Agathosma spp,0,0,Agathosma spp,Agathosma,,0.9,Accepted,Agathosma,,Rutaceae,tpl;usda, ,
37,Original,0,,,,,Albuca sp,0,0,Albuca sp,Albuca,,0.9,Accepted,Albuca,,Asparagaceae,tpl, ,
38,Original,0,,,,,Albuca spp,0,0,Albuca spp,Albuca,,0.9,Accepted,Albuca,,Asparagaceae,tpl, ,
51,TNRS_Accepted_name,1,,,,,Anaxeton laevis,0,0,Anaxeton laevis,Anaxeton laeve,,0.9,Accepted,Anaxeton laeve,(Harv.) Lundgren,Asteraceae,gcc, ,urn:lsid:compositae.org:names:9AEC988B-AFC9-4906-80EB-8CFED2388162
55,Original,0,,,,,Androcymbium spp,0,0,Androcymbium spp,Androcymbium,,0.9,Accepted,Androcymbium,,Colchicaceae,tpl, ,
74,Original,0,,,,,Anthospermum spp,0,0,Anthospermum spp,Anthospermum,,0.9,Accepted,Anthospermum,,Rubiaceae,tpl, ,
75,Original,0,,,,,Anthospermum spp.,0,0,Anthospermum spp.,Anthospermum,,0.9,Accepted,Anthospermum,,Rubiaceae,tpl, ,
79,Original,0,,,,,Apiaceae sp 2007/149,0,0,Apiaceae sp 2007/149,Apiaceae,,0.9,Accepted,Apiaceae,,,tpl;usda, ,
