Site/plot	Subplot	Date	Genus	species	Regen_mode	no	Max_height	prop_cov_alive	prop_cov
18.5	K	02.12.14	Restio	eleocharis	R	10	20	60	75
18.5	K	02.12.14	Phylica	ericoides	S	0	50	1	1
18.5	K	02.12.14	Osteospermum	monoliferum	S	5	40	35	35
18.5	K	02.12.14	Searsia	glauca	R	0	30	5	5
18.5	K	02.12.14	Galium	tomentosum	S	2	20	1	1
18.5	K	02.12.14	Cassytha	ciliolata	S	1	20	5	5
18.6	L	02.12.14	Helichrysum	niveum	S	2	20	6	6
18.6	L	02.12.14	Cliffortia	obcordata	S	1	25	40	40
18.6	L	02.12.14	Restio	eleocharis	R	5	15	20	25
18.6	L	02.12.14	Pentameris	barbata	S	2	30	0.5	1
18.6	L	02.12.14	Osteospermum	monoliferum	S	2	45	10	10
18.6	L	02.12.14	Cassytha	ciliolata	S	1	10	1	1
18.6	L	02.12.14	Trichogyne	ambigua	S	2	10	15	17
18.6	L	02.12.14	Helichrysum	crispum	S	3	5	1	1
18.6	L	02.12.14	Ficinia	ramosissima	R	3	10	1	2
18.6	L	02.12.14	Cynanchum	obtusifolium	S	1	10	0.5	0.5
10.1	A	25.11.14	Cymbopogon	marginatus	S	4	40	5	7
10.1	A	25.11.14	Tricocephalus	stipularis	S	1	20	2	2
10.1	A	25.11.14	Metalasia	densa	S	0	70	2	50
10.1	A	25.11.14	Stipagrostis	zeyheri	S	3	40	15	20
10.1	A	25.11.14	Helichrysum	cymosum	S	0	45	0.5	0.5
10.1	B	25.11.14	Leucospermum	conocarpodendron	S	0	180	30	30
10.1	B	25.11.14	Tricocephalus	stipularis	S	2	40	15	15
10.1	B	25.11.14	Restio	capensis	R	1	30	10	15
10.1	B	25.11.14	Stipagrostis	zeyheri	S	3	30	10	12
10.1	B	25.11.14	Cymbopogon	marginatus	S	2	40	5	110
10.1	B	25.11.14	Erica	baccans	S	1	50	10	10
10.2	C	25.11.14	Leucospermum	conocarpodendron	S	0		8	8
10.2	C	25.11.14	Protea	lepidocarpodendron	S	0		5	5
10.2	C	25.11.14	Restio	capensis	R	1	30	3	8
10.2	C	25.11.14	Tricocephalus	stipularis	R	1	25	20	20
10.2	C	25.11.14	Muraltia	orbicularis	S	0	40	2	2
10.2	C	25.11.14	Stipagrostis	zeyheri	R	2	50	10	12
10.2	C	25.11.14	Cymbopogon	marginatus	S	1	20	2	2
10.2	C	25.11.14	Metalasia	densa	S	0	110	1	1
10.2	D	25.11.14	Metalasia	densa	S	2	110	40	65
10.2	D	25.11.14	Leucospermum	conocarpodendron	S	0	140	0	20
10.2	D	25.11.14	Protea	lepidocarpodendron	S	0	190	4	4
10.2	D	25.11.14	Staavia	radiata	R	0	50	1	1
10.2	D	25.11.14	Willdenowia	teres	R	2	65	3	8
10.2	D	25.11.14	Restio	capensis	R	2	30	1	3
10.2	D	25.11.14	Cymbopogon	marginatus	S	1	25	1	1
10.2	D	25.11.14	Trichocephalus	stipularis	R	1	45	3	3
10.2	D	25.11.14	Ficinia	sp	R	1	10	0.5	1
10.2	D	25.11.14	Stipagrostis	zeyheri	S	1	30	1	5
10.3	E	25.11.14	Leucospermum	conocarpodendron	S	1	160	50	50
10.3	E	25.11.14	Anthospermum	aethiopicum	S	1	60	10	10
10.3	E	25.11.14	Disparago	ericoides	S	0	65	2	2
10.3	E	25.11.14	Metalasia	densa	S	1	60	6	25
10.3	E	25.11.14	Stipagrostis	zeyheri	S	1	50	10	10
10.3	E	25.11.14	Restio	capensis	R	1	50	5	10
10.3	E	25.11.14	Cymbopogon	marginatus	R	3	30	3	4
10.3	E	25.11.14	Pentameris	curvifolius	S	1	20	1	2
10.3	F	25.11.14	Protea	lepidocarpodendron	S	0		100	100
10.3	F	25.11.14	Searsia	lucida	S	1	5	0.1	0.1
10.3	F	25.11.14	Trichocephalus	stipularis	R	1	25	2	3
10.3	F	25.11.14	Tritoniopsis	antholyza	R	2	30	0.5	0.5
10.3	F	25.11.14	Stipagrostis	zeyheri	R	2	40	3	10
10.3	F	25.11.14	Restio	capensis	R	2	35	0	15
10.4	G	25.11.14	Stipagrostis	zeyheri	R	2	40	10	15
10.4	G	25.11.14	Leucospermum	conocarpodendron	S	0	140	0	10
10.4	G	25.11.14	Metalasia	densa	S	1	35	4	4
10.4	G	25.11.14	Cymbopogon	marginatus	S	2	40	5	8
10.4	G	25.11.14	Thamnochortus	lucens	R	3	40	5	20
10.4	G	25.11.14	Wachendorfia	paniculata	R	1	25	1	1
10.4	G	25.11.14	Trichocephalus	stipularis	S	1	5	0.5	0.5
10.4	G	25.11.14	Willdenowia	teres	R	1	15	1	2
10.4	G	25.11.14	Pentameris	curvifolius	R	0	20	1	1
10.4	H	25.11.14	Protea	lepidocarpodendron	S	0	200	2	2
10.4	H	25.11.14	Stipagrostis	zeyheri	R	2	40	5	8
10.4	H	25.11.14	Cymbopogon	marginatus	R	2	35	8	10
10.4	H	25.11.14	Tricocephalus	stipularis	R	1	40	2	2
10.4	H	25.11.14	Restio	capensis	R	2	30	2	15
10.4	H	25.11.14	Erica	baccans	S	1	80	10	10
10.4	H	25.11.14	Willdenowia	teres	R	1	20	2	2
10.4	H	25.11.14	Metalasia	densa	S	0	100	3	4
10.4	H	25.11.14	Leucospermum	conocarpodendron	S	0	140	0	2
10.5	I	25.11.14	Protea	lepidocarpodendron	S	1	220	50	75
10.5	I	25.11.14	Leucospermum	conocarpodendron	S	0	130	1	1
10.5	I	25.11.14	Tricocephalus	stipularis	R	1	30	8	8
10.5	I	25.11.14	Acacia	cyclops	S	1	60	5	5
10.5	I	25.11.14	Chrysocoma	ciliata	S	1	35	0.2	0.2
10.5	I	25.11.14	Disparago	ericoides	S	0	45	10	10
10.5	I	25.11.14	Pentameris	aristidoides	R	1	50	5	7
10.5	I	25.11.14	Stipagrostis	zeyheri	R	3	30	4	15
10.5	I	25.11.14	Searsia	lucida	S	1	5	0.2	0.2
10.5	I	25.11.14	Metalasia	muricata	S	1	100	0	25
10.5	J	25.11.14	Protea	lepidocarpodendron	S	0	260	100	100
10.5	J	25.11.14	Stipagrostis	zeyheri	R	1	40	20	20
10.5	J	25.11.14	Thamnochortus	lucens	R	1	35	3	3
10.5	J	25.11.14	Tricocephalus	stipularis	R	1	20	2	2
10.5	J	25.11.14	Cymbopogon	marginatus	R	1	30	3	5
10.5	J	25.11.14	Restio	capensis	R	1	20	3	5
10.6	K	25.11.14	Metalasia	densa	S	1	50	25	30
10.6	K	25.11.14	Leucospermum	conocarpodendron	S	0	120	1	1
10.6	K	25.11.14	Protea	lepidocarpodendron	S	1	200	100	100
10.6	K	25.11.14	Cymbopogon	marginatus	R	1	20	2	2
10.6	K	25.11.14	Stipagrostis	zeyheri	R	2	20	10	25
10.6	K	25.11.14	Tricocephalus	stipularis	R	1	20	8	8
10.6	L	25.11.14	Willdenowia	teres	R	2	50	15	25
10.6	L	25.11.14	Disparago	ericoides	S	1	35	4	4
10.6	L	25.11.14	Leucospermum	conocarpodendron	S	1	150	70	70
10.6	L	25.11.14	Metalasia	densa	S	2	75	3	20
10.6	L	25.11.14	Stipagrostis	zeyheri	R	2	50	20	25
10.6	L	25.11.14	Tricocephalus	stipularis	R	1	30	5	5
10.6	L	25.11.14	Cymbopogon	marginatus	R	1	30	3	4
52.1	A	24.11.14	Cassine	peragua	R	0	150	55	55
52.1	A	24.11.14	Helichrysum	dasyanthum	S	1	135	45	55
52.1	A	24.11.14	Metalasia	densa	S	0	60	10	15
52.1	A	24.11.14	Passerina	corymbosa	S	0	200	30	30
52.1	A	24.11.14	Cullumia	setosa	S	1	50	0	20
52.1	A	24.11.14	Tarchonanthus	litoreus	R	0	250	20	20
52.1	A	24.11.14	Elytropappus	scaber	S	0	65	3	3
52.1	A	24.11.14	Phylica	pubescens	S	1	60	1	1
52.1	B	24.11.14	Briza	maxima	S	20	30	0	10
52.1	B	24.11.14	Pentameris	airoides	S	10	25	0	20
52.1	B	24.11.14	Ehrharta	setacea	S	1	20	20	30
52.1	B	24.11.14	Aspalathus	chenpoda	S	0	175	40	50
52.1	B	24.11.14	Metalasia	densa	S	0	150	5	5
52.1	B	24.11.14	Helichrysum	dasyanthum	S	0	15	1	1
52.2	C	24.11.14	Aspalathus	chenpoda	S	0	200	0	100
52.2	C	24.11.14	Metalasia	densa	S	1	120	13	10
52.2	C	24.11.14	Elytropappus	scaber	S	1	80	30	30
52.2	C	24.11.14	Passerina	corymbosa	S	0	140	15	15
52.2	C	24.11.14	Helichrysum	dasyanthum	S	1	100	20	20
52.2	D	24.11.14	Hellmuthia	membranacea	S	1	40	3	4
52.2	D	24.11.14	Tetragonia	fruticosa	S	1	30	20	30
52.2	D	24.11.14	Passerina	corymbosa	S	2	95	40	40
52.2	D	24.11.14	Phylica	ericoides	S	0	40	2	2
52.2	D	24.11.14	Ehrharta	calycina	S	1	25	1	3
52.2	D	24.11.14	Aspalathus	chenpoda	S	2	160	0	35
52.3	E	24.11.14	Asparagus	sauveolens	R	1	90	5	5
52.3	E	24.11.14	Pentameris	barbata	S	1	80	5	8
52.3	E	24.11.14	Metalasia	densa	S	0	65	35	35
52.3	E	24.11.14	Passerina	corymbosa	S	1	100	2	2
52.3	E	24.11.14	Aspalathus	chenpoda	S	0	160	5	15
52.3	E	24.11.14	Helichrysum	dasyanthum	S	0	80	30	30
52.3	E	24.11.14	Cullumia	setosa	S	0	70	2	2
52.3	E	24.11.14	Cassine	peragua	R	1	185	60	60
52.3	E	24.11.14	Searsia	tomentosa	R	0	110	1	1
52.3	F	24.11.14	Passerina	corymbosa	S	3	150	70	70
52.3	F	24.11.14	Cullumia	setosa	S	1	100	25	25
52.3	F	24.11.14	Metalasia	densa	S	1	100	40	40
52.3	F	24.11.14	Tarchonanthus	littoralis	R	0	250	2	2
52.4	G	24.11.14	Metalasia	densa	S	2	95	50	50
52.4	G	24.11.14	Olea	exasperata	R	1	90	40	40
52.4	G	24.11.14	Phylica	ericoides	S	1	65	10	10
52.4	G	24.11.14	Aspalathus	chenpoda	S	1	120	0	50
52.4	G	24.11.14	Helichrysum	dasyanthum	S	0	70	5	5
52.4	H	24.11.14	Cullumia	setosa	S	0	75	70	35
52.4	H	24.11.14	Helichrysum	dasyanthum	S	1	60	75	80
52.4	H	24.11.14	Tarchonanthus	littoralis	R	0	250	5	5
52.5	I	24.11.14	Cullumia	setosa	S	0	90	20	25
52.5	I	24.11.14	Colpoon	compressum	R	1	150	40	40
52.5	I	24.11.14	Cassine	peragua	R	1	100	35	35
52.5	I	24.11.14	Pentameris	barbata	S	0	50	2	2
52.5	J	24.11.14	Acacia	saligna	R	0	20	1	1
52.5	J	24.11.14	Passerina	corymbosa	S	1	35	20	20
52.5	J	24.11.14	Aspalathus	chenpoda	S	1	135	25	25
52.5	J	24.11.14	Pentameris	airoides	S	2	20	0	1
52.5	J	24.11.14	Tribolium	uniolae	S	1	35	2	4
52.5	J	24.11.14	Metalasia	densa	S	0	90	1	1
52.6	K	24.11.14	Searsia	laevigata	R	0	80	6	6
52.6	K	24.11.14	Passerina	corymbosa	S	1	80	20	20
52.6	K	24.11.14	Metalasia	densa	S	0	100	15	15
52.6	K	24.11.14	Hermannia	rudis	S	1	20	5	6
52.6	K	24.11.14	Aspalathus	chenpoda	S	0	125	0	50
52.6	L	24.11.14	Tarchonanthus	littoralis	R	0	210	25	25
52.6	L	24.11.14	Helichrysum	dasyanthum	S	0	70	1	1
43.1	A	22.11.14	Restio	eleocharis	R	6	20	3	20
43.1	A	22.11.14	Cliffortia	obcordata	S	0	65	45	45
43.1	A	22.11.14	Metalasia	muricata	S	0	160	30	30
43.1	A	22.11.14	Pelargonium	betulinum	S	2	25	1	1
43.1	A	22.11.14	Passerina	corymbosum	S	1	30	1	1
43.1	A	22.11.14	Trachyandra	revoluta	S	1	10	0.2	0.2
43.1	A	22.11.14	Muraltia	saturoides	S	1	25	2	2
43.1	A	22.11.14	Ficinia	bulbosa	S	1	30	0.5	0.5
43.1	B	22.11.14	Ficinia	lateralis	R	1	20	0.2	3
43.1	B	22.11.14	Metalasia	densa	S	0	70	20	35
43.1	B	22.11.14	Metalasia	muricata	S	0	130	5	5
43.1	B	22.11.14	Cliffortia	obcordata	S	0	45	6	6
43.1	B	22.11.14	Restio	eleocharis	R	7	20	15	25
43.1	B	22.11.14	Restio	vimineus	R	1	50	4	6
43.1	B	22.11.14	Muraltia	saturoides	S	2	40	10	10
43.1	B	22.11.14	Pelargonium	betulinum	S	8	35	8	8
43.1	B	22.11.14	Thesium	aggregatum	S	1	25	10	16
43.1	B	22.11.14	Passerina	corymbosa	S	0	50	2	2
43.2	C	22.11.14	Metalasia	densa	S	1	40	20	30
43.2	C	22.11.14	Ehrharta	ramosa	R	5	60	2	3
43.2	C	22.11.14	Pelargonium	betulinum	S	15	40	30	30
43.2	C	22.11.14	Restio	eleocharis	R	5	20	6	15
43.2	C	22.11.14	Brassica	tournfortii	S	1	80	0	4
43.2	C	22.11.14	Ficinia	bulbosa	R	4	20	1	1
43.2	D	22.11.14	Stipagrostis	zeyheri	R	1	45	25	25
43.2	D	22.11.14	Aspalathus	ericifolia	S	1	50	30	35
43.2	D	22.11.14	Wachendorfia	paniculata	R	6	25	0	8
43.2	D	22.11.14	Metalasia	densa	S	0	90	3	15
43.2	D	22.11.14	Thesium	aggregatum	S	0	20	2	5
43.2	D	22.11.14	Passerina	corymbosa	S	1	60	5	5
43.2	D	22.11.14	Hellunthia	membranacea	S	1	50	1	1
43.2	D	22.11.14	Ehrharta	ramosa	R	5	75	2	2
43.2	D	22.11.14	Ficinia	bulbosa	R	0	20	0.5	0.5
43.2	D	22.11.14	Acacia	saligna	S	1	5	0.2	0.2
43.3	E	22.11.14	Pelargonium	betulinum	S	18	40	30	30
43.3	E	22.11.14	Restio	vimineus	R	1	40	4	4
43.3	E	22.11.14	Muraltia	saturoides	S	3	20	8	8
43.3	E	22.11.14	Metalasia	muricata	S	1	130	35	35
43.3	E	22.11.14	Metalasia	densa	S	0	100	5	10
43.3	E	22.11.14	Ficinia	bulbosa	R	10	10	2	5
43.3	E	22.11.14	Hermannia	rudis	S	1	20	2	2
43.3	E	22.11.14	Passerina	corymbosa	S	1	70	2	2
43.3	E	22.11.14	Wachendorfia	paniculata	R	1	30	0	3
43.3	E	22.11.14	Acacia	saligna	S	3	30	2	2
43.3	F	22.11.14	Pelargonium	capitatum	S	4	40	10	10
43.3	F	22.11.14	Aspalathus	ericifolia	S	1	40	35	35
43.3	F	22.11.14	Metalasia	densa	S	1	20	2	2
43.3	F	22.11.14	Passerina	corymbosa	S	3	40	3	3
43.3	F	22.11.14	Restio	eleocharis	R	15	35	55	60
43.3	F	22.11.14	Ehrharta	calycina	S	0	60	3	3
43.3	F	22.11.14	Acacia	saligna	S	1	20	1	1
43.3	F	22.11.14	Helichrysum	niveum	S	1	10	1	1
43.3	F	22.11.14	Ficinia	bulbosa	R	2	15	1	2
43.3	F	22.11.14	Helmunthia	membranacea	R	0	65	1	1
43.4	G	22.11.14	Osteospermum	monoliferum	S	5	45	20	25
43.4	G	22.11.14	Hypochoeris	radicata	S	10	20	10	10
43.4	G	22.11.14	Acacia	saligna	S	3	25	2	2
43.4	G	22.11.14	Aspalathus	ericifolia	S	2	35	25	25
43.4	G	22.11.14	Passerina	corymbosa	S	1	50	3	3
43.4	G	22.11.14	Metalasia	densa	S	1	60	5	5
43.4	G	22.11.14	Ehrharta	ramosa	R	10	80	5	6
43.4	G	22.11.14	Holothrix	villosa	R	1	10	0.1	0.1
43.4	G	22.11.14	Ficinia	bulbosa	R	2	20	1	1
43.4	G	22.11.14	Pelargonium	capitatum	S	1	10	1	1
43.4	H	22.11.14	Metalasia	densa	S	0	40	2	5
43.4	H	22.11.14	Cliffortia	falcata	S	1	45	25	25
43.4	H	22.11.14	Pelargonium	capitatum	S	2	25	1	1
43.4	H	22.11.14	Hellmuthia	membranacea	S	2	35	1	1
43.4	H	22.11.14	Ficinia	bulbosa	R	1	10	1	1
43.4	H	22.11.14	Passerina	corymbosa	S	2	80	2	2
43.4	H	22.11.14	Ehrharta	ramosa	R	3	90	2	2
43.4	H	22.11.14	Helichrysum	niveum	S	1	10	0.5	0.5
43.4	H	22.11.14	Osteospermum	monoliferum	S	0	40	0.5	0.5
43.4	H	22.11.14	Hermannia	rudis	S	0	20	0.5	0.5
43.4	H	22.11.14	Wachendorfia	paniculata	R	1	25	0	2
43.5	I	22.11.14	Ehrharta	ramosa	R	10	60	10	20
43.5	I	22.11.14	Osteospermum	monoliferum	S	10	40	35	35
43.5	I	22.11.14	Thesium	strictum	S	1	20	1	1
43.5	I	22.11.14	Acacia	saligna	S	1	10	0.2	0.2
43.5	I	22.11.14	Pelargonium	capitatum	S	1	10	0	2
43.5	J	22.11.14	Acacia	saligna	S	1	30	1	1
43.5	J	22.11.14	Metalasia	densa	S	1	110	40	60
43.5	J	22.11.14	Passerina	corymbosa	S	1	125	20	20
43.5	J	22.11.14	Restio	eleocharis	R	10	30	15	40
43.5	J	22.11.14	Cliffortia	obcordata	S	0	40	1	1
43.5	J	22.11.14	Ficinia	bulbosa	R	1	15	0.5	0.5
43.5	J	22.11.14	Metalasia	muricata	S	0	170	1	1
43.5	J	22.11.14	Cliffortia	falcata	S	1	25	3	3
43.6	K	22.11.14	Cliffortia	obcordata	S	0	150	1	1
43.6	K	22.11.14	Osteospermum	monoliferum	S	5	100	30	30
43.6	K	22.11.14	Ehrharta	ramosa	R	2	75	2	2
43.6	L	22.11.14	Pelargonium	betulinum	S	23	35	20	20
43.6	L	22.11.14	Restio	eleocharis	R	10	20	25	65
43.6	L	22.11.14	Ehrharta	ramosa	S	1	20	0.5	0.5
2.1	A	21.11.14	Cliffortia	atrata	S	1	90	20	30
2.1	A	21.11.14	Erica	similis	S	2	65	35	35
2.1	A	21.11.14	Restio	cincinnatus	R	3	30	30	45
2.1	A	21.11.14	Phylica	buxifolia	S	0	120	1	1
2.1	A	21.11.14	Ehrharta	ramosa	S	1	35	0.1	0.1
2.1	A	21.11.14	Willdenowia	teres	R	1	40	0.5	0.5
2.1	B	21.11.14	Mimetes	fimbrifolius	S	1	90	30	30
2.1	B	21.11.14	Erica	similis	S	3	35	4	4
2.1	B	21.11.14	Restio	cincinnatus	R	8	30	15	25
2.1	B	21.11.14	Willdenowia	teres	R	5	45	10	15
2.1	B	21.11.14	Metalasia	cephalotes	S	1	45	0	15
2.1	B	21.11.14	Moss		S		1	10	20
2.2	C	21.11.14	Restio	cincinnatus	R	3	30	5	25
2.2	C	21.11.14	Erica	similis	S	2	55	45	45
2.2	C	21.11.14	Mimetes	fimbrifolius	S	1	90	30	30
2.2	C	21.11.14	Tetraria	exima	S	1	20	0	3
2.2	C	21.11.14	Willdenowia	teres	R	1	50	13	15
2.2	C	21.11.14	Tritoniopsis	triticea	S	1	15	0.3	0.3
2.2	D	21.11.14	Mimetes	fimbrifolius	S	3	110	45	45
2.2	D	21.11.14	Erica	similis	S	5	40	60	60
2.2	D	21.11.14	Amphithalea	ericifolia	R	3	25	3	4
2.2	D	21.11.14	Restio	cincinnatus	R	5	35	3	10
2.2	D	21.11.14	Hypodiscus	aristatus	S	1	60	1	5
2.2	D	21.11.14	Erica	glabella	S	3	40	15	18
2.2	D	21.11.14	Pseudopentameris	macrantha	R	1	50	2	2
2.2	D	21.11.14	Tetraria	eximia	S	1	40	0	5
2.2	D	21.11.14	Moss		S		1	10	15
2.3	E	21.11.14	Erica	similis	S	2	40	20	20
2.3	E	21.11.14	Restio	cincinnatus	R	4	30	15	30
2.3	E	21.11.14	Thamnochortus	gracilis	R	2	50	0	15
2.3	E	21.11.14	Moss		S		1	2	5
2.3	F	21.11.14	Tetraria	thermalis	R	1	70	20	23
2.3	F	21.11.14	Mimetes	fimbrifolius	S	0	150	50	50
2.3	F	21.11.14	Hypodiscus	aristatus	S	1	75	2	3
2.3	F	21.11.14	Erica	similis	S	5	60	70	70
2.3	F	21.11.14	Restio	cincinnatus	R	5	35	10	20
2.3	F	21.11.14	Amphithalea	ericifolia	R	1	10	1	1
2.3	F	21.11.14	Moss		S		1	5	15
2.4	G	21.11.14	Bolusafra	bituminosa	S	1	40	15	15
2.4	G	21.11.14	Restio	cincinnatus	R	6	35	40	65
2.4	G	21.11.14	Pseudopentameris	macrantha	R	3	35	10	15
2.4	G	21.11.14	Moss		S		1	5	15
2.4	G	21.11.14	Elytropappus	scaber	S	0	25	1	2
2.4	H	21.11.14	Syncarpha	speciosissima	S	1	40	15	20
2.4	H	21.11.14	Erica	similis	S	1	35	20	20
2.4	H	21.11.14	Thamnochortus	gracilis	R	1	40	3	6
2.4	H	21.11.14	Restio	cincinnatus	R	5	25	25	40
2.4	H	21.11.14	Pentameris	sp	S	1	10	0.2	0.3
2.4	H	21.11.14	Tetraria	eximia	S	1	10	0.2	0.5
2.4	H	21.11.14	Moss		S	7	1	5	15
